0	0	0	56
0	0.287	0	27
0	0.574	0	56
0.287	0	0	27
0.287	0.287	0	56
0.287	0.574	0	27
0.574	0	0	56
0.574	0.287	0	27
0.574	0.574	0	56
0	0	0.287	27
0	0.287	0.287	56
0	0.574	0.287	27
0.287	0	0.287	56
0.287	0.287	0.287	27
0.287	0.574	0.287	56
0.574	0	0.287	27
0.574	0.287	0.287	56
0.574	0.574	0.287	27
0	0	0.574	56
0	0.287	0.574	27
0	0.574	0.574	56
0.287	0	0.574	27
0.287	0.287	0.574	56
0.287	0.574	0.574	27
0.574	0	0.574	56
0.574	0.287	0.574	27
0.574	0.574	0.574	56
0.1435	0.1435	0.1435	56
0.1435	0.4305	0.1435	56
0.4305	0.1435	0.1435	56
0.4305	0.4305	0.1435	56
0.1435	0.1435	0.4305	56
0.1435	0.4305	0.4305	56
0.4305	0.1435	0.4305	56
0.4305	0.4305	0.4305	56
0	0	0.574	56
0	0.287	0.574	27
0	0.574	0.574	56
0.287	0	0.574	27
0.287	0.287	0.574	56
0.287	0.574	0.574	27
0.574	0	0.574	56
0.574	0.287	0.574	27
0.574	0.574	0.574	56
0	0	0.861	27
0	0.287	0.861	56
0	0.574	0.861	27
0.287	0	0.861	56
0.287	0.287	0.861	27
0.287	0.574	0.861	56
0.574	0	0.861	27
0.574	0.287	0.861	56
0.574	0.574	0.861	27
0	0	1.148	56
0	0.287	1.148	27
0	0.574	1.148	56
0.287	0	1.148	27
0.287	0.287	1.148	56
0.287	0.574	1.148	27
0.574	0	1.148	56
0.574	0.287	1.148	27
0.574	0.574	1.148	56
0.1435	0.1435	0.7175	56
0.1435	0.4305	0.7175	56
0.4305	0.1435	0.7175	56
0.4305	0.4305	0.7175	56
0.1435	0.1435	1.0045	56
0.1435	0.4305	1.0045	56
0.4305	0.1435	1.0045	56
0.4305	0.4305	1.0045	56
0	0	1.148	56
0	0.287	1.148	27
0	0.574	1.148	56
0.287	0	1.148	27
0.287	0.287	1.148	56
0.287	0.574	1.148	27
0.574	0	1.148	56
0.574	0.287	1.148	27
0.574	0.574	1.148	56
0	0	1.435	27
0	0.287	1.435	56
0	0.574	1.435	27
0.287	0	1.435	56
0.287	0.287	1.435	27
0.287	0.574	1.435	56
0.574	0	1.435	27
0.574	0.287	1.435	56
0.574	0.574	1.435	27
0	0	1.722	56
0	0.287	1.722	27
0	0.574	1.722	56
0.287	0	1.722	27
0.287	0.287	1.722	56
0.287	0.574	1.722	27
0.574	0	1.722	56
0.574	0.287	1.722	27
0.574	0.574	1.722	56
0.1435	0.1435	1.2915	56
0.1435	0.4305	1.2915	56
0.4305	0.1435	1.2915	56
0.4305	0.4305	1.2915	56
0.1435	0.1435	1.5785	56
0.1435	0.4305	1.5785	56
0.4305	0.1435	1.5785	56
0.4305	0.4305	1.5785	56
0	0	1.722	56
0	0.287	1.722	27
0	0.574	1.722	56
0.287	0	1.722	27
0.287	0.287	1.722	56
0.287	0.574	1.722	27
0.574	0	1.722	56
0.574	0.287	1.722	27
0.574	0.574	1.722	56
0	0	2.009	27
0	0.287	2.009	56
0	0.574	2.009	27
0.287	0	2.009	56
0.287	0.287	2.009	27
0.287	0.574	2.009	56
0.574	0	2.009	27
0.574	0.287	2.009	56
0.574	0.574	2.009	27
0	0	2.296	56
0	0.287	2.296	27
0	0.574	2.296	56
0.287	0	2.296	27
0.287	0.287	2.296	56
0.287	0.574	2.296	27
0.574	0	2.296	56
0.574	0.287	2.296	27
0.574	0.574	2.296	56
0.1435	0.1435	1.8655	56
0.1435	0.4305	1.8655	56
0.4305	0.1435	1.8655	56
0.4305	0.4305	1.8655	56
0.1435	0.1435	2.1525	56
0.1435	0.4305	2.1525	56
0.4305	0.1435	2.1525	56
0.4305	0.4305	2.1525	56
0	0	2.296	56
0	0.287	2.296	27
0	0.574	2.296	56
0.287	0	2.296	27
0.287	0.287	2.296	56
0.287	0.574	2.296	27
0.574	0	2.296	56
0.574	0.287	2.296	27
0.574	0.574	2.296	56
0	0	2.583	27
0	0.287	2.583	56
0	0.574	2.583	27
0.287	0	2.583	56
0.287	0.287	2.583	27
0.287	0.574	2.583	56
0.574	0	2.583	27
0.574	0.287	2.583	56
0.574	0.574	2.583	27
0	0	2.87	56
0	0.287	2.87	27
0	0.574	2.87	56
0.287	0	2.87	27
0.287	0.287	2.87	56
0.287	0.574	2.87	27
0.574	0	2.87	56
0.574	0.287	2.87	27
0.574	0.574	2.87	56
0.1435	0.1435	2.4395	56
0.1435	0.4305	2.4395	56
0.4305	0.1435	2.4395	56
0.4305	0.4305	2.4395	56
0.1435	0.1435	2.7265	56
0.1435	0.4305	2.7265	56
0.4305	0.1435	2.7265	56
0.4305	0.4305	2.7265	56
0	0	2.87	56
0	0.287	2.87	27
0	0.574	2.87	56
0.287	0	2.87	27
0.287	0.287	2.87	56
0.287	0.574	2.87	27
0.574	0	2.87	56
0.574	0.287	2.87	27
0.574	0.574	2.87	56
0	0	3.157	27
0	0.287	3.157	56
0	0.574	3.157	27
0.287	0	3.157	56
0.287	0.287	3.157	27
0.287	0.574	3.157	56
0.574	0	3.157	27
0.574	0.287	3.157	56
0.574	0.574	3.157	27
0	0	3.444	56
0	0.287	3.444	27
0	0.574	3.444	56
0.287	0	3.444	27
0.287	0.287	3.444	56
0.287	0.574	3.444	27
0.574	0	3.444	56
0.574	0.287	3.444	27
0.574	0.574	3.444	56
0.1435	0.1435	3.0135	56
0.1435	0.4305	3.0135	56
0.4305	0.1435	3.0135	56
0.4305	0.4305	3.0135	56
0.1435	0.1435	3.3005	56
0.1435	0.4305	3.3005	56
0.4305	0.1435	3.3005	56
0.4305	0.4305	3.3005	56
0	0.574	0	56
0	0.861	0	27
0	1.148	0	56
0.287	0.574	0	27
0.287	0.861	0	56
0.287	1.148	0	27
0.574	0.574	0	56
0.574	0.861	0	27
0.574	1.148	0	56
0	0.574	0.287	27
0	0.861	0.287	56
0	1.148	0.287	27
0.287	0.574	0.287	56
0.287	0.861	0.287	27
0.287	1.148	0.287	56
0.574	0.574	0.287	27
0.574	0.861	0.287	56
0.574	1.148	0.287	27
0	0.574	0.574	56
0	0.861	0.574	27
0	1.148	0.574	56
0.287	0.574	0.574	27
0.287	0.861	0.574	56
0.287	1.148	0.574	27
0.574	0.574	0.574	56
0.574	0.861	0.574	27
0.574	1.148	0.574	56
0.1435	0.7175	0.1435	56
0.1435	1.0045	0.1435	56
0.4305	0.7175	0.1435	56
0.4305	1.0045	0.1435	56
0.1435	0.7175	0.4305	56
0.1435	1.0045	0.4305	56
0.4305	0.7175	0.4305	56
0.4305	1.0045	0.4305	56
0	0.574	0.574	56
0	0.861	0.574	27
0	1.148	0.574	56
0.287	0.574	0.574	27
0.287	0.861	0.574	56
0.287	1.148	0.574	27
0.574	0.574	0.574	56
0.574	0.861	0.574	27
0.574	1.148	0.574	56
0	0.574	0.861	27
0	0.861	0.861	56
0	1.148	0.861	27
0.287	0.574	0.861	56
0.287	0.861	0.861	27
0.287	1.148	0.861	56
0.574	0.574	0.861	27
0.574	0.861	0.861	56
0.574	1.148	0.861	27
0	0.574	1.148	56
0	0.861	1.148	27
0	1.148	1.148	56
0.287	0.574	1.148	27
0.287	0.861	1.148	56
0.287	1.148	1.148	27
0.574	0.574	1.148	56
0.574	0.861	1.148	27
0.574	1.148	1.148	56
0.1435	0.7175	0.7175	56
0.1435	1.0045	0.7175	56
0.4305	0.7175	0.7175	56
0.4305	1.0045	0.7175	56
0.1435	0.7175	1.0045	56
0.1435	1.0045	1.0045	56
0.4305	0.7175	1.0045	56
0.4305	1.0045	1.0045	56
0	0.574	1.148	56
0	0.861	1.148	27
0	1.148	1.148	56
0.287	0.574	1.148	27
0.287	0.861	1.148	56
0.287	1.148	1.148	27
0.574	0.574	1.148	56
0.574	0.861	1.148	27
0.574	1.148	1.148	56
0	0.574	1.435	27
0	0.861	1.435	56
0	1.148	1.435	27
0.287	0.574	1.435	56
0.287	0.861	1.435	27
0.287	1.148	1.435	56
0.574	0.574	1.435	27
0.574	0.861	1.435	56
0.574	1.148	1.435	27
0	0.574	1.722	56
0	0.861	1.722	27
0	1.148	1.722	56
0.287	0.574	1.722	27
0.287	0.861	1.722	56
0.287	1.148	1.722	27
0.574	0.574	1.722	56
0.574	0.861	1.722	27
0.574	1.148	1.722	56
0.1435	0.7175	1.2915	56
0.1435	1.0045	1.2915	56
0.4305	0.7175	1.2915	56
0.4305	1.0045	1.2915	56
0.1435	0.7175	1.5785	56
0.1435	1.0045	1.5785	56
0.4305	0.7175	1.5785	56
0.4305	1.0045	1.5785	56
0	0.574	1.722	56
0	0.861	1.722	27
0	1.148	1.722	56
0.287	0.574	1.722	27
0.287	0.861	1.722	56
0.287	1.148	1.722	27
0.574	0.574	1.722	56
0.574	0.861	1.722	27
0.574	1.148	1.722	56
0	0.574	2.009	27
0	0.861	2.009	56
0	1.148	2.009	27
0.287	0.574	2.009	56
0.287	0.861	2.009	27
0.287	1.148	2.009	56
0.574	0.574	2.009	27
0.574	0.861	2.009	56
0.574	1.148	2.009	27
0	0.574	2.296	56
0	0.861	2.296	27
0	1.148	2.296	56
0.287	0.574	2.296	27
0.287	0.861	2.296	56
0.287	1.148	2.296	27
0.574	0.574	2.296	56
0.574	0.861	2.296	27
0.574	1.148	2.296	56
0.1435	0.7175	1.8655	56
0.1435	1.0045	1.8655	56
0.4305	0.7175	1.8655	56
0.4305	1.0045	1.8655	56
0.1435	0.7175	2.1525	56
0.1435	1.0045	2.1525	56
0.4305	0.7175	2.1525	56
